               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,             0.02303,            0.020467,           0.0027924,             0.84058,             0.69881,              0.7968,               0.605,             0.03213,            0.011685,            0.021735,           0.0061637,           0.0061637,           0.0061637
                 157,            0.022607,            0.019785,           0.0029298,             0.85197,             0.67517,             0.79451,             0.59991,             0.03205,            0.011658,            0.024006,            0.006139,            0.006139,            0.006139
                 158,            0.023733,            0.022953,           0.0029418,             0.86043,             0.69523,              0.8158,             0.60868,            0.032548,            0.011917,            0.020079,           0.0061142,           0.0061142,           0.0061142
                 159,            0.023108,            0.020897,           0.0030237,             0.86074,             0.73829,             0.81625,             0.61779,            0.032732,            0.011333,            0.016656,           0.0060895,           0.0060895,           0.0060895
                 160,            0.023628,            0.021304,           0.0028554,             0.83912,             0.74819,             0.82466,             0.62009,            0.032698,            0.011463,             0.01918,           0.0060647,           0.0060647,           0.0060647
                 161,            0.023163,            0.020192,           0.0026287,             0.89008,             0.70381,             0.81558,               0.613,            0.032372,             0.01144,            0.023367,             0.00604,             0.00604,             0.00604
                 162,            0.024266,            0.021045,           0.0024848,             0.81018,             0.74143,              0.7847,             0.60324,            0.032069,            0.012074,            0.024826,           0.0060152,           0.0060152,           0.0060152
                 163,            0.022371,            0.019465,           0.0024708,             0.80223,             0.69746,             0.76171,             0.59581,            0.032069,            0.011975,             0.02696,           0.0059905,           0.0059905,           0.0059905
                 164,            0.022915,             0.02007,           0.0023676,             0.85804,             0.69613,             0.79116,             0.60772,            0.031581,            0.011949,            0.026367,           0.0059658,           0.0059658,           0.0059658
                 165,            0.022138,            0.019324,           0.0025938,             0.88815,             0.69982,             0.83809,             0.63672,            0.031449,            0.011634,            0.020822,            0.005941,            0.005941,            0.005941
                 166,            0.023274,             0.02105,           0.0023456,             0.91179,             0.74965,             0.84744,             0.66667,            0.031261,            0.011146,            0.019055,           0.0059163,           0.0059163,           0.0059163
                 167,            0.022285,            0.020353,             0.00265,               0.891,             0.71431,             0.84633,              0.6518,            0.030573,            0.011154,            0.022125,           0.0058915,           0.0058915,           0.0058915
                 168,            0.022552,            0.020495,           0.0027444,             0.81338,             0.74761,             0.82587,             0.61847,            0.031177,            0.011112,            0.025516,           0.0058668,           0.0058668,           0.0058668
                 169,            0.022231,            0.020513,           0.0026824,             0.89413,             0.66037,             0.80954,             0.61728,            0.032337,            0.011333,            0.026366,            0.005842,            0.005842,            0.005842
                 170,            0.022281,            0.020417,           0.0023704,             0.78421,             0.75361,             0.80108,             0.60946,            0.032344,            0.011404,            0.029091,           0.0058173,           0.0058173,           0.0058173
                 171,            0.022685,            0.020113,           0.0023265,             0.81634,             0.78151,             0.82484,             0.62727,            0.032252,            0.011312,            0.028586,           0.0057925,           0.0057925,           0.0057925
                 172,            0.022606,            0.020753,           0.0026355,             0.88674,             0.72283,             0.82703,             0.61402,            0.032216,            0.011655,            0.022931,           0.0057678,           0.0057678,           0.0057678
                 173,            0.021968,            0.019983,           0.0025782,             0.89573,             0.74144,             0.82899,              0.6232,            0.031483,            0.012192,            0.018292,            0.005743,            0.005743,            0.005743
                 174,            0.021885,            0.020305,            0.002244,             0.87548,             0.74598,             0.84128,             0.64667,            0.030591,            0.011446,             0.01864,           0.0057183,           0.0057183,           0.0057183
                 175,            0.022202,            0.020241,           0.0024565,             0.94378,             0.73933,             0.85067,             0.65965,            0.030894,            0.011342,            0.020495,           0.0056935,           0.0056935,           0.0056935
                 176,            0.023196,            0.020781,           0.0025933,             0.84001,             0.77622,               0.834,             0.63351,             0.03171,            0.012299,            0.022765,           0.0056688,           0.0056688,           0.0056688
                 177,            0.022363,            0.019506,           0.0025461,             0.82572,             0.74647,             0.81807,             0.61301,            0.031244,             0.01223,            0.027011,            0.005644,            0.005644,            0.005644
                 178,             0.02295,            0.020538,           0.0021954,             0.77567,             0.80478,             0.81939,             0.62656,             0.03075,            0.011767,            0.028325,           0.0056193,           0.0056193,           0.0056193
                 179,            0.021709,            0.019531,           0.0022099,             0.87129,             0.71858,             0.82445,             0.62042,            0.030766,            0.012167,            0.021571,           0.0055945,           0.0055945,           0.0055945
                 180,            0.021319,            0.019599,           0.0024317,             0.85772,             0.67728,              0.8111,             0.62323,            0.030015,            0.011762,            0.025733,           0.0055698,           0.0055698,           0.0055698
                 181,            0.022185,            0.021461,           0.0024147,             0.78565,             0.80831,             0.83803,             0.61708,            0.030537,            0.011697,            0.020772,            0.005545,            0.005545,            0.005545
                 182,            0.021984,            0.019263,           0.0025369,             0.88237,             0.67584,              0.8155,             0.60985,            0.031797,            0.011935,            0.022473,           0.0055202,           0.0055202,           0.0055202
                 183,            0.021735,            0.019975,           0.0024075,             0.86159,             0.74031,             0.83797,              0.6358,            0.032196,            0.011479,            0.021241,           0.0054955,           0.0054955,           0.0054955
                 184,            0.021722,            0.019702,           0.0028309,             0.79485,             0.70142,             0.79178,             0.61038,            0.032292,            0.011726,            0.022108,           0.0054707,           0.0054707,           0.0054707
                 185,            0.021429,            0.019644,           0.0023856,             0.83165,             0.71961,             0.80833,             0.62711,            0.030796,            0.011541,            0.020145,            0.005446,            0.005446,            0.005446
                 186,            0.022094,            0.019808,           0.0024793,             0.86056,             0.72887,              0.8008,             0.61921,            0.031473,            0.012027,            0.021609,           0.0054212,           0.0054212,           0.0054212
                 187,            0.022065,            0.020954,           0.0024431,             0.82876,             0.74648,             0.82724,             0.64774,            0.030519,            0.011452,            0.019105,           0.0053965,           0.0053965,           0.0053965
                 188,            0.022301,            0.020134,           0.0021697,             0.89554,             0.70871,             0.81941,             0.63024,            0.030235,             0.01174,            0.022237,           0.0053717,           0.0053717,           0.0053717
                 189,            0.021629,            0.019537,           0.0027483,              0.8692,             0.70346,             0.83313,             0.63494,            0.030725,            0.011983,            0.021919,            0.005347,            0.005347,            0.005347
                 190,             0.02181,            0.019895,           0.0031464,             0.83882,             0.75106,             0.80398,             0.61433,             0.03017,            0.011514,            0.024835,           0.0053223,           0.0053223,           0.0053223
                 191,            0.021377,            0.018539,           0.0028404,             0.79467,             0.75189,             0.80065,             0.61499,            0.030396,            0.012097,            0.023778,           0.0052975,           0.0052975,           0.0052975
                 192,            0.021064,            0.020295,           0.0023097,              0.8467,             0.70002,             0.83124,             0.63288,            0.030654,            0.012475,            0.019038,           0.0052727,           0.0052727,           0.0052727
                 193,            0.022305,            0.020207,            0.002704,             0.83903,              0.7586,             0.83872,             0.64215,             0.03024,            0.012074,             0.01966,            0.005248,            0.005248,            0.005248
                 194,            0.021377,            0.018426,           0.0026231,             0.81528,             0.75134,             0.80797,             0.61675,            0.028956,            0.011797,            0.029267,           0.0052233,           0.0052233,           0.0052233
                 195,            0.021316,            0.019847,           0.0025038,             0.84992,               0.721,             0.81773,             0.62872,            0.029476,            0.011481,            0.028938,           0.0051985,           0.0051985,           0.0051985
                 196,            0.021804,            0.018908,           0.0026819,             0.81254,             0.72534,             0.80897,             0.61676,            0.030509,             0.01257,            0.027933,           0.0051737,           0.0051737,           0.0051737
                 197,            0.021743,            0.020587,           0.0023233,             0.89886,             0.69788,             0.82228,             0.63167,            0.030019,            0.011938,             0.02875,            0.005149,            0.005149,            0.005149
                 198,            0.022502,            0.019286,           0.0022397,             0.91566,             0.72001,             0.82477,             0.63043,            0.030295,            0.012013,            0.027129,           0.0051243,           0.0051243,           0.0051243
                 199,            0.022361,            0.019915,           0.0025047,             0.82007,             0.77091,             0.82542,             0.62183,            0.031125,            0.012593,            0.023662,           0.0050995,           0.0050995,           0.0050995
                 200,            0.022037,            0.019787,           0.0026316,             0.86425,             0.75153,             0.84744,             0.63947,             0.03143,            0.011657,            0.020648,           0.0050747,           0.0050747,           0.0050747
                 201,            0.020427,             0.01862,            0.002321,              0.8669,             0.73269,             0.83316,             0.63541,            0.030715,            0.011543,            0.022744,             0.00505,             0.00505,             0.00505
                 202,            0.020655,            0.018929,           0.0026105,             0.82335,             0.74366,              0.8343,             0.63848,            0.030012,            0.011327,            0.022415,           0.0050253,           0.0050253,           0.0050253
                 203,            0.021298,            0.019452,           0.0021991,             0.84554,             0.73595,              0.8182,             0.63796,            0.030608,            0.011535,            0.024423,           0.0050005,           0.0050005,           0.0050005
                 204,            0.021875,            0.019852,           0.0019364,             0.86277,             0.70973,             0.80115,             0.62139,            0.030836,            0.011979,            0.028336,           0.0049758,           0.0049758,           0.0049758
                 205,            0.020841,            0.018917,           0.0023754,             0.88498,             0.72879,              0.8158,              0.6238,            0.031425,            0.011963,            0.027076,            0.004951,            0.004951,            0.004951
                 206,            0.021804,            0.018626,           0.0021432,              0.8464,             0.76627,             0.82526,             0.62698,            0.031698,            0.011834,            0.025238,           0.0049263,           0.0049263,           0.0049263
                 207,            0.019991,            0.017494,           0.0021915,             0.85672,             0.73406,             0.81299,             0.62443,            0.030828,            0.011981,            0.031637,           0.0049015,           0.0049015,           0.0049015
                 208,            0.020832,            0.018724,           0.0017452,             0.86032,             0.71358,             0.79879,             0.61449,            0.030795,            0.012057,             0.03067,           0.0048768,           0.0048768,           0.0048768
                 209,            0.020662,            0.018841,           0.0023228,             0.88898,             0.70451,             0.81509,             0.62352,            0.030931,            0.011461,            0.027039,            0.004852,            0.004852,            0.004852
                 210,            0.020946,            0.018927,            0.002347,             0.84544,             0.76465,              0.8304,             0.63365,            0.030207,            0.011509,            0.027158,           0.0048272,           0.0048272,           0.0048272
                 211,            0.021108,            0.019981,           0.0018115,             0.85317,             0.76241,             0.83542,             0.63959,            0.029938,            0.011781,            0.029981,           0.0048025,           0.0048025,           0.0048025
                 212,            0.021869,             0.01924,           0.0021987,             0.89055,             0.74154,              0.8298,             0.63633,            0.029886,            0.012333,            0.030027,           0.0047778,           0.0047778,           0.0047778
                 213,            0.020506,            0.018418,           0.0022716,             0.89968,             0.66321,             0.81329,             0.63444,            0.031016,             0.01178,             0.02809,            0.004753,            0.004753,            0.004753
                 214,            0.020789,            0.018726,           0.0021977,             0.89332,             0.67302,             0.81793,             0.63075,            0.031236,            0.012121,            0.024236,           0.0047283,           0.0047283,           0.0047283
                 215,            0.020375,            0.018945,           0.0024092,              0.8579,             0.68579,             0.81845,             0.63777,            0.031212,            0.012311,            0.022541,           0.0047035,           0.0047035,           0.0047035
                 216,            0.020743,            0.019313,             0.00255,             0.80079,               0.752,             0.81619,             0.63232,            0.030504,            0.012517,             0.02319,           0.0046788,           0.0046788,           0.0046788
                 217,            0.021185,            0.018494,           0.0022436,              0.9163,             0.66564,             0.80555,             0.63223,            0.030589,            0.012264,            0.025391,            0.004654,            0.004654,            0.004654
                 218,            0.020436,            0.019428,            0.002309,              0.8627,             0.72239,             0.80691,             0.63541,            0.030096,            0.012381,            0.025846,           0.0046293,           0.0046293,           0.0046293
                 219,            0.020703,            0.018099,           0.0019511,             0.89383,             0.71132,             0.81629,             0.63209,            0.031017,            0.012281,            0.023819,           0.0046045,           0.0046045,           0.0046045
                 220,            0.020615,            0.018691,           0.0019516,             0.82569,             0.72532,             0.80908,             0.63029,            0.030831,            0.012291,            0.020412,           0.0045798,           0.0045798,           0.0045798
                 221,             0.01989,            0.018704,           0.0021662,             0.83384,             0.72732,             0.81821,             0.62878,            0.030932,            0.012719,            0.017488,            0.004555,            0.004555,            0.004555
                 222,            0.020669,            0.018849,           0.0020413,             0.83343,             0.74505,             0.83268,              0.6412,            0.030578,            0.012475,            0.015025,           0.0045303,           0.0045303,           0.0045303
                 223,            0.020426,            0.019375,           0.0019517,             0.86745,             0.75987,             0.84449,             0.65483,            0.030457,             0.01177,            0.014275,           0.0045055,           0.0045055,           0.0045055
                 224,            0.020758,            0.020161,           0.0022556,             0.90047,             0.73534,              0.8426,             0.64932,            0.030963,            0.012116,            0.015385,           0.0044808,           0.0044808,           0.0044808
                 225,              0.0208,            0.019443,           0.0018823,             0.84404,             0.76573,             0.83572,             0.63385,            0.030238,            0.011991,            0.021935,            0.004456,            0.004456,            0.004456
                 226,            0.020017,            0.018156,            0.002042,              0.8987,             0.68364,             0.81722,             0.62824,            0.030595,            0.012054,             0.02512,           0.0044313,           0.0044313,           0.0044313
                 227,            0.021025,            0.018782,           0.0016679,             0.91652,             0.68563,             0.82615,             0.62939,            0.030046,            0.012097,             0.02832,           0.0044065,           0.0044065,           0.0044065
                 228,            0.019751,            0.018277,           0.0020525,             0.89641,             0.69799,             0.81598,             0.62241,            0.030282,            0.012672,            0.026864,           0.0043818,           0.0043818,           0.0043818
                 229,            0.020271,            0.019209,            0.002401,             0.83519,             0.73709,             0.81992,             0.64143,            0.031134,            0.012036,            0.027741,            0.004357,            0.004357,            0.004357
                 230,            0.020994,            0.018265,           0.0020138,             0.85619,              0.7305,             0.81961,                0.63,            0.030768,            0.011831,            0.026299,           0.0043323,           0.0043323,           0.0043323
                 231,            0.020172,            0.018325,           0.0025708,              0.8866,             0.73094,             0.86174,             0.65689,            0.030215,            0.011301,            0.020398,           0.0043075,           0.0043075,           0.0043075
                 232,            0.019705,            0.019197,           0.0021386,             0.91741,             0.72635,             0.87175,             0.66589,            0.029541,             0.01139,            0.020373,           0.0042828,           0.0042828,           0.0042828
                 233,            0.019699,            0.017768,           0.0023192,             0.92894,             0.72786,             0.85824,             0.66541,            0.030222,            0.011549,            0.018177,            0.004258,            0.004258,            0.004258
                 234,            0.020639,            0.019013,           0.0018582,             0.92473,             0.71443,             0.85385,             0.65607,            0.031016,            0.011911,            0.014956,           0.0042333,           0.0042333,           0.0042333
                 235,            0.020049,            0.018573,           0.0020105,             0.88686,             0.72977,             0.83452,             0.64204,            0.030598,            0.011806,            0.019142,           0.0042085,           0.0042085,           0.0042085
                 236,            0.020235,            0.019707,           0.0017496,             0.90114,             0.70514,             0.83838,             0.65312,            0.030117,            0.011758,            0.018813,           0.0041837,           0.0041837,           0.0041837
                 237,            0.020023,             0.01827,           0.0017065,             0.81164,             0.72641,              0.8046,             0.63268,             0.03041,            0.012131,              0.0233,            0.004159,            0.004159,            0.004159
                 238,            0.019809,            0.017455,           0.0016255,             0.82378,             0.77031,             0.83195,             0.64121,            0.029777,            0.011965,            0.024624,           0.0041342,           0.0041342,           0.0041342
                 239,            0.020034,            0.017787,           0.0020811,             0.82214,              0.7387,             0.80612,             0.62978,            0.029886,            0.011803,            0.021153,           0.0041095,           0.0041095,           0.0041095
                 240,            0.020054,            0.018913,           0.0016818,             0.82431,             0.74548,             0.81477,             0.64307,            0.030442,            0.011756,            0.019958,           0.0040847,           0.0040847,           0.0040847
                 241,            0.019619,            0.018247,           0.0021305,             0.82032,             0.74488,             0.81685,             0.63273,            0.030588,            0.012249,            0.021448,             0.00406,             0.00406,             0.00406
                 242,            0.019393,            0.018285,           0.0015856,              0.8281,             0.75039,             0.82915,             0.64327,            0.030365,             0.01184,             0.02007,           0.0040352,           0.0040352,           0.0040352
                 243,            0.019829,            0.017306,           0.0019231,             0.86068,             0.72223,             0.80682,             0.63887,            0.029967,            0.011274,            0.025349,           0.0040105,           0.0040105,           0.0040105
                 244,            0.019926,            0.018475,           0.0019504,              0.8588,             0.72758,             0.81664,             0.63535,            0.029872,            0.011339,            0.028524,           0.0039857,           0.0039857,           0.0039857
                 245,            0.019981,            0.018713,           0.0019167,             0.81821,             0.76867,             0.81769,             0.63632,            0.028794,            0.011793,            0.031574,            0.003961,            0.003961,            0.003961
                 246,            0.020222,            0.018549,           0.0018309,             0.83872,             0.76388,             0.82746,             0.63053,              0.0294,            0.012382,            0.029215,           0.0039362,           0.0039362,           0.0039362
                 247,            0.020764,            0.019483,           0.0017658,              0.8729,             0.72245,             0.81442,             0.63594,            0.029224,            0.012345,            0.024908,           0.0039115,           0.0039115,           0.0039115
                 248,            0.019146,            0.017559,           0.0015509,             0.86876,             0.72726,             0.80068,             0.63769,            0.029104,            0.012585,             0.02552,           0.0038867,           0.0038867,           0.0038867
                 249,            0.019638,            0.018037,           0.0013857,             0.88893,             0.75269,             0.83392,             0.63479,            0.029476,             0.01281,            0.022635,            0.003862,            0.003862,            0.003862
                 250,            0.019051,            0.017403,           0.0019379,             0.88828,             0.73703,             0.83637,             0.63809,            0.029534,            0.012749,            0.019502,           0.0038372,           0.0038372,           0.0038372
                 251,            0.019288,            0.017385,           0.0018527,             0.86058,             0.76408,              0.8341,             0.63277,            0.029691,            0.013237,            0.024927,           0.0038125,           0.0038125,           0.0038125
                 252,            0.019493,            0.019215,           0.0019593,             0.87282,              0.7374,             0.82509,             0.63835,            0.029393,            0.012874,            0.027049,           0.0037878,           0.0037878,           0.0037878
                 253,            0.019673,            0.018027,           0.0019283,             0.86442,              0.7017,             0.79406,             0.63214,            0.029069,            0.012344,            0.029296,            0.003763,            0.003763,            0.003763
                 254,            0.019648,            0.017804,            0.001824,             0.82373,             0.74637,             0.79761,             0.64251,            0.030234,            0.012378,             0.02733,           0.0037383,           0.0037383,           0.0037383
                 255,            0.019299,            0.018573,           0.0018708,             0.86822,             0.72215,             0.81095,             0.64061,            0.030462,            0.012559,            0.024109,           0.0037135,           0.0037135,           0.0037135
                 256,            0.019285,            0.017633,           0.0019043,             0.85358,             0.73926,              0.8047,             0.63397,            0.030087,            0.012355,            0.027408,           0.0036888,           0.0036888,           0.0036888
                 257,            0.019726,            0.017641,           0.0017215,             0.87131,             0.71633,             0.80932,             0.62987,            0.029922,            0.012725,            0.028609,            0.003664,            0.003664,            0.003664
                 258,            0.019166,            0.017635,           0.0018735,              0.8466,             0.70803,             0.79999,             0.63149,            0.029835,            0.012684,            0.027808,           0.0036393,           0.0036393,           0.0036393
                 259,            0.019841,            0.018257,           0.0018712,             0.84897,             0.72043,             0.80417,             0.62094,             0.02968,             0.01279,            0.025865,           0.0036145,           0.0036145,           0.0036145
                 260,            0.019675,            0.017412,           0.0022134,             0.81151,             0.74107,             0.79444,             0.61589,            0.029957,            0.012709,            0.025051,           0.0035898,           0.0035898,           0.0035898
                 261,            0.019082,             0.01777,           0.0017433,             0.79893,             0.76842,             0.79851,             0.63497,            0.030055,            0.012388,            0.020911,            0.003565,            0.003565,            0.003565
                 262,            0.019606,            0.016988,           0.0020489,             0.83599,             0.76755,             0.81818,             0.63686,            0.030155,            0.012652,            0.013915,           0.0035403,           0.0035403,           0.0035403
                 263,            0.018512,            0.017303,           0.0017432,             0.79984,             0.75475,             0.81551,             0.64383,            0.030149,            0.012064,            0.011545,           0.0035155,           0.0035155,           0.0035155
                 264,            0.020027,            0.018529,           0.0015436,             0.83226,             0.73263,             0.81111,             0.64355,            0.029639,            0.012146,             0.01813,           0.0034908,           0.0034908,           0.0034908
                 265,            0.019281,            0.018651,           0.0018899,             0.85495,             0.77314,             0.82685,             0.64832,            0.030086,            0.012753,            0.020683,            0.003466,            0.003466,            0.003466
                 266,            0.019191,            0.018276,           0.0016266,             0.82765,             0.76563,             0.82883,             0.64115,            0.029781,            0.012868,            0.019106,           0.0034413,           0.0034413,           0.0034413
                 267,            0.019104,            0.018284,           0.0017132,              0.8486,              0.7332,             0.83263,             0.64973,            0.029806,             0.01233,             0.02048,           0.0034165,           0.0034165,           0.0034165
                 268,            0.018795,            0.017407,           0.0018894,             0.86593,             0.73699,             0.84283,              0.6465,            0.030129,            0.012242,            0.018938,           0.0033918,           0.0033918,           0.0033918
                 269,            0.018904,            0.017744,           0.0017753,             0.83279,             0.75887,             0.84421,              0.6577,            0.030467,            0.011727,            0.018599,            0.003367,            0.003367,            0.003367
                 270,            0.019191,            0.017665,           0.0015585,             0.84365,             0.76438,             0.82615,             0.64112,            0.030939,            0.012181,             0.02302,           0.0033423,           0.0033423,           0.0033423
                 271,            0.018013,            0.017112,           0.0015547,             0.82381,             0.73685,                 0.8,             0.62476,            0.031128,            0.012588,            0.027766,           0.0033175,           0.0033175,           0.0033175
                 272,            0.018663,             0.01715,           0.0022449,             0.81381,             0.70506,             0.79778,             0.62219,             0.03107,            0.012808,            0.026206,           0.0032928,           0.0032928,           0.0032928
                 273,            0.019188,            0.017788,           0.0017846,             0.81502,             0.74776,             0.82214,             0.63909,            0.030288,            0.012266,            0.022655,            0.003268,            0.003268,            0.003268
                 274,            0.019824,            0.018059,           0.0017591,             0.80547,             0.76366,             0.82138,             0.64253,            0.029753,             0.01189,            0.017635,           0.0032433,           0.0032433,           0.0032433
                 275,            0.018795,            0.016996,            0.001718,             0.81422,             0.80915,             0.84442,             0.65394,            0.029178,            0.011814,            0.013035,           0.0032185,           0.0032185,           0.0032185
                 276,            0.017982,            0.016986,           0.0018699,             0.83022,              0.7534,             0.83223,             0.64289,            0.029536,            0.012233,            0.016226,           0.0031938,           0.0031938,           0.0031938
                 277,            0.019228,            0.017614,           0.0015172,             0.82609,              0.7458,              0.8289,             0.63943,            0.029942,            0.012427,            0.023067,            0.003169,            0.003169,            0.003169
                 278,            0.018009,            0.016822,           0.0019179,             0.85968,             0.72199,             0.81304,             0.63857,            0.030431,            0.012079,            0.025299,           0.0031443,           0.0031443,           0.0031443
                 279,            0.018891,             0.01676,           0.0016712,             0.86689,              0.7365,             0.79398,             0.62292,             0.03142,            0.012155,            0.028046,           0.0031195,           0.0031195,           0.0031195
                 280,            0.019786,            0.017922,             0.00178,             0.87455,             0.70486,             0.78659,             0.63482,            0.030823,            0.011976,            0.028252,           0.0030948,           0.0030948,           0.0030948
                 281,            0.018338,            0.017106,           0.0016847,             0.83013,             0.69891,             0.80035,             0.62745,            0.030654,            0.012234,            0.028327,             0.00307,             0.00307,             0.00307
                 282,            0.019112,            0.016922,           0.0015408,             0.79384,               0.698,             0.77398,             0.61884,            0.030572,            0.012491,            0.031118,           0.0030452,           0.0030452,           0.0030452
                 283,             0.01848,            0.016664,           0.0015782,             0.80379,             0.72082,             0.78963,             0.62319,            0.030441,            0.012296,            0.031254,           0.0030205,           0.0030205,           0.0030205
                 284,            0.018438,            0.016451,           0.0013061,             0.84771,             0.70736,             0.79755,             0.62738,            0.030704,            0.012493,            0.028608,           0.0029957,           0.0029957,           0.0029957
                 285,            0.018536,            0.018314,           0.0016047,             0.90071,             0.68188,             0.80317,             0.63606,             0.03079,            0.012975,            0.021661,            0.002971,            0.002971,            0.002971
                 286,            0.019527,            0.017379,           0.0013461,             0.89359,             0.69091,              0.8069,             0.64135,            0.030512,            0.012672,            0.021952,           0.0029462,           0.0029462,           0.0029462
                 287,            0.018111,            0.016544,           0.0016457,             0.87342,             0.70632,             0.80178,             0.63839,            0.030208,            0.012689,            0.024439,           0.0029215,           0.0029215,           0.0029215
                 288,             0.01862,            0.017797,           0.0019936,             0.85293,             0.73336,             0.82058,             0.64926,            0.030367,            0.012337,            0.024115,           0.0028967,           0.0028967,           0.0028967
                 289,            0.017857,            0.017225,           0.0014492,             0.90711,             0.71139,             0.82693,             0.64685,            0.030524,             0.01212,             0.02571,            0.002872,            0.002872,            0.002872
                 290,            0.018731,            0.017238,           0.0014052,             0.86664,             0.71101,             0.80925,             0.64232,            0.030984,            0.012581,            0.025279,           0.0028472,           0.0028472,           0.0028472
                 291,            0.018447,            0.015929,           0.0015688,             0.81777,             0.74734,              0.8054,             0.63316,            0.030965,            0.012903,            0.026521,           0.0028225,           0.0028225,           0.0028225
                 292,            0.018821,            0.017416,           0.0017051,             0.82652,             0.74101,             0.82622,              0.6488,            0.030761,             0.01258,            0.022552,           0.0027977,           0.0027977,           0.0027977
                 293,            0.018525,            0.017691,           0.0014991,             0.85876,             0.75216,             0.83069,             0.64851,            0.030846,            0.012491,            0.025822,            0.002773,            0.002773,            0.002773
                 294,            0.017746,            0.016245,           0.0015751,             0.85907,             0.74922,             0.82333,             0.65305,            0.031028,            0.011958,            0.026824,           0.0027482,           0.0027482,           0.0027482
                 295,            0.018582,            0.018039,           0.0015065,             0.92422,             0.67351,             0.83471,             0.65965,            0.030874,            0.011438,            0.024702,           0.0027235,           0.0027235,           0.0027235
                 296,            0.017715,             0.01605,           0.0016052,              0.8863,             0.70536,             0.83363,             0.66432,            0.030526,            0.011764,            0.025474,           0.0026987,           0.0026987,           0.0026987
                 297,            0.018168,              0.0169,           0.0017191,             0.89486,             0.71647,             0.82023,             0.66215,            0.030081,            0.012153,             0.02847,            0.002674,            0.002674,            0.002674
                 298,            0.018019,            0.016517,           0.0016409,              0.9426,             0.69677,             0.81635,             0.65764,            0.029807,            0.012338,            0.028486,           0.0026492,           0.0026492,           0.0026492
                 299,            0.017697,            0.016336,            0.001733,             0.92275,             0.70162,             0.82257,             0.65134,            0.029948,            0.011949,            0.028727,           0.0026245,           0.0026245,           0.0026245
                 300,            0.017956,            0.016949,           0.0017149,             0.89606,             0.70542,              0.8268,              0.6568,            0.029944,            0.011923,            0.025494,           0.0025997,           0.0025997,           0.0025997
                 301,            0.017959,            0.016568,           0.0014926,             0.82126,              0.7675,             0.83834,             0.65502,            0.030774,            0.012127,            0.025296,            0.002575,            0.002575,            0.002575
                 302,            0.018176,            0.017597,           0.0014236,             0.82939,             0.73596,             0.83088,             0.65124,             0.03105,             0.01274,            0.025756,           0.0025503,           0.0025503,           0.0025503
                 303,            0.018129,            0.017783,            0.001702,             0.90453,             0.67436,             0.82163,             0.64681,            0.030299,            0.013051,            0.027349,           0.0025255,           0.0025255,           0.0025255
                 304,            0.017731,            0.015618,           0.0017129,              0.9258,             0.66995,             0.81731,             0.64651,            0.029686,            0.012732,            0.026756,           0.0025008,           0.0025008,           0.0025008
                 305,            0.017743,            0.016848,           0.0013848,             0.85418,             0.71269,             0.81326,             0.63648,            0.029349,            0.012242,            0.028143,            0.002476,            0.002476,            0.002476
                 306,            0.018028,            0.016607,           0.0015339,              0.8643,             0.71366,             0.81814,             0.63787,             0.02927,             0.01184,            0.026242,           0.0024513,           0.0024513,           0.0024513
                 307,            0.018389,            0.016509,             0.00181,             0.85823,             0.67584,             0.80108,              0.6351,            0.029593,            0.012012,            0.024057,           0.0024265,           0.0024265,           0.0024265
                 308,            0.018347,            0.017559,           0.0014219,              0.8538,             0.70973,             0.82088,             0.64618,            0.029598,            0.011777,             0.02412,           0.0024018,           0.0024018,           0.0024018
                 309,            0.017509,            0.016186,           0.0019507,             0.87777,             0.69073,              0.8153,             0.63512,             0.02948,            0.012112,            0.028001,            0.002377,            0.002377,            0.002377
                 310,             0.01717,            0.016221,           0.0014155,             0.86289,             0.69357,             0.81031,             0.63779,             0.02971,             0.01223,            0.029858,           0.0023523,           0.0023523,           0.0023523
                 311,            0.017234,            0.016433,           0.0015051,             0.87795,             0.69036,             0.80576,             0.62713,            0.030122,             0.01247,            0.030735,           0.0023275,           0.0023275,           0.0023275
                 312,            0.017667,            0.016697,           0.0015127,             0.89765,             0.68116,             0.79893,              0.6297,            0.030314,            0.012749,            0.029172,           0.0023028,           0.0023028,           0.0023028
                 313,            0.017329,            0.015975,            0.001602,             0.77184,             0.77392,             0.79871,             0.61958,            0.030874,            0.013033,            0.028858,            0.002278,            0.002278,            0.002278
                 314,            0.017829,            0.016602,           0.0016783,             0.85535,             0.67838,             0.79623,             0.62208,            0.030468,            0.013194,            0.028829,           0.0022533,           0.0022533,           0.0022533
                 315,            0.017438,            0.015801,           0.0019823,             0.87115,             0.67825,              0.7933,             0.63302,            0.030747,            0.013387,            0.027857,           0.0022285,           0.0022285,           0.0022285
                 316,            0.016821,            0.016191,           0.0016541,             0.82983,             0.73636,             0.81332,             0.63957,             0.03088,            0.013256,            0.029501,           0.0022038,           0.0022038,           0.0022038
                 317,            0.017523,            0.016291,           0.0013736,             0.80976,             0.76478,             0.81065,             0.63668,             0.03067,            0.012679,            0.030122,            0.002179,            0.002179,            0.002179
                 318,            0.017394,            0.016479,           0.0015022,             0.90498,             0.67437,             0.80682,             0.64021,            0.030243,            0.012373,            0.031126,           0.0021543,           0.0021543,           0.0021543
